work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,company_location,company_size
2022,Experienced,Full-Time,Data Engineer,239000,USD,239000,US,Medium
2022,Experienced,Full-Time,Head of Data,205000,USD,205000,US,Medium
2022,Experienced,Full-Time,Head of Data,160000,USD,160000,US,Medium
2022,Experienced,Full-Time,Analytics Engineer,210000,USD,210000,US,Medium
2022,Experienced,Full-Time,Analytics Engineer,157000,USD,157000,US,Medium
2022,Experienced,Full-Time,Data Manager,164000,CAD,125976,CA,Large
2022,Experienced,Full-Time,Data Engineer,187200,USD,187200,US,Medium
2022,Experienced,Full-Time,Data Engineer,116100,USD,116100,US,Medium
2022,Experienced,Full-Time,Data Science Manager,222640,USD,222640,US,Medium
2022,Experienced,Full-Time,Data Science Manager,182160,USD,182160,US,Medium
2022,Experienced,Full-Time,Data Engineer,297500,USD,297500,US,Medium
2022,Experienced,Full-Time,Data Engineer,260000,USD,260000,US,Medium
2022,Experienced,Full-Time,Machine Learning Scientist,200000,USD,200000,US,Small
2022,Experienced,Full-Time,Machine Learning Scientist,180000,USD,180000,US,Small
2022,Experienced,Full-Time,AI Scientist,200000,USD,200000,US,Small
2022,Experienced,Full-Time,Analytics Engineer,200000,USD,200000,US,Medium
2022,Experienced,Full-Time,Analytics Engineer,150000,USD,150000,US,Medium
2022,Experienced,Full-Time,Research Scientist,80000,EUR,84053,NL,Large
2022,Experienced,Full-Time,Data Science Manager,260500,USD,260500,US,Medium
2022,Experienced,Full-Time,Data Science Manager,175100,USD,175100,US,Medium
2022,Experienced,Full-Time,Lead Data Engineer,150000,CAD,115222,CA,Small
2022,Experienced,Full-Time,Head of Machine Learning,6000000,INR,76309,IN,Large
2022,Experienced,Full-Time,Data Engineer,242000,USD,242000,US,Medium
2022,Experienced,Full-Time,Data Engineer,200000,USD,200000,US,Medium
2022,Experienced,Full-Time,Data Analyst,130000,USD,130000,US,Medium
2022,Experienced,Full-Time,Data Analyst,110000,USD,110000,US,Medium
2022,Experienced,Full-Time,Head of Data Science,224000,USD,224000,US,Medium
2022,Experienced,Full-Time,Head of Data Science,167875,USD,167875,US,Medium
2022,Experienced,Full-Time,Analytics Engineer,175000,USD,175000,US,Medium
2022,Experienced,Full-Time,Analytics Engineer,135000,USD,135000,US,Medium
2022,Experienced,Full-Time,Data Engineer,324000,USD,324000,US,Medium
2022,Experienced,Full-Time,Data Engineer,216000,USD,216000,US,Medium
2022,Experienced,Full-Time,Director of Data Science,250000,CAD,192037,CA,Large
2022,Mid-Level,Full-Time,Machine Learning Engineer,1650000,INR,20984,IN,Large
2022,Mid-Level,Full-Time,Data Scientist,70000,EUR,73546,DE,Medium
2022,Mid-Level,Full-Time,Business Data Analyst,48000,BRL,9289,BR,Medium
2022,Mid-Level,Full-Time,Research Scientist,23000,USD,23000,IN,Large
2022,Mid-Level,Full-Time,Data Scientist,155000,USD,155000,US,Large
2022,Mid-Level,Full-Time,Computer Vision Engineer,1250000,INR,15897,IN,Medium
2022,Mid-Level,Full-Time,Data Scientist,110000,USD,110000,US,Large
2022,Mid-Level,Full-Time,Business Data Analyst,1440000,INR,18314,IN,Large
2022,Mid-Level,Full-Time,Data Analyst,1125000,INR,14307,IN,Large
2022,Mid-Level,Full-Time,Data Scientist,1100000,INR,13989,IN,Large
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,127500,USD,127500,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,260000,USD,260000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,175000,USD,175000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,90000,EUR,94560,FR,Medium
2022,Mid-Level,Full-Time,Data Scientist,50000,EUR,52533,FR,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,95000,USD,95000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,110000,USD,110000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,115000,USD,115000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,55000,GBP,67723,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,105000,USD,105000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,USD,70000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,75000,USD,75000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,60000,USD,60000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,145000,USD,145000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,2500000,INR,31795,US,Medium
2022,Mid-Level,Full-Time,NLP Engineer,198000,PLN,44365,PL,Small
2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,2800000,INR,35610,IN,Large
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,122500,USD,122500,US,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Computer Vision Engineer,56000,EUR,58837,FR,Small
2022,Mid-Level,Full-Time,Data Analyst,102640,USD,102640,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,66100,USD,66100,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,USD,80000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,187000,USD,187000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,153000,USD,153000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,350000,GBP,430967,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,45000,GBP,55410,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,75000,USD,75000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,60000,USD,60000,US,Medium
2022,Mid-Level,Full-Time,MLOps Engineer,134000,USD,134000,US,Medium
2022,Mid-Level,Full-Time,MLOps Engineer,124000,USD,124000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,65000,USD,65000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Researcher,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Researcher,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,230000,USD,230000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Researcher,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Researcher,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,180000,USD,180000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,60000,EUR,63040,FR,Medium
2022,Mid-Level,Full-Time,Data Scientist,50000,EUR,52533,FR,Medium
2022,Mid-Level,Full-Time,Machine Learning Scientist,165000,USD,165000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Scientist,135000,USD,135000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,105120,EUR,110446,LT,Medium
2022,Mid-Level,Full-Time,Data Engineer,75360,EUR,79178,LT,Medium
2022,Mid-Level,Full-Time,Data Science Consultant,57000,GBP,70186,GB,Medium
2022,Mid-Level,Full-Time,Data Science Consultant,42000,GBP,51716,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,75000,USD,75000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,61000,EUR,64090,DE,Medium
2022,Mid-Level,Full-Time,Data Scientist,58000,EUR,60938,DE,Medium
2022,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,165000,USD,165000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,124000,USD,124000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Researcher,137000,CAD,105236,CA,Large
2022,Mid-Level,Full-Time,Data Analyst,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,109000,USD,109000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,206000,USD,206000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,95000,USD,95000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,80000,USD,80000,US,Large
2022,Mid-Level,Full-Time,Data Analytics Manager,155000,USD,155000,US,Medium
2022,Mid-Level,Full-Time,Data Analytics Manager,140000,USD,140000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,180000,USD,180000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Data Specialist,165000,USD,165000,US,Medium
2022,Mid-Level,Full-Time,Data Specialist,135000,USD,135000,US,Medium
2022,Mid-Level,Full-Time,Deep Learning Engineer,70000,GBP,86193,GB,Medium
2022,Mid-Level,Full-Time,Deep Learning Engineer,40000,GBP,49253,GB,Medium
2022,Mid-Level,Full-Time,BI Data Analyst,100000,EUR,105066,FR,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,85000,GBP,104663,GB,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,165000,USD,165000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,124000,USD,124000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,95000,USD,95000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,CA,Medium
2022,Mid-Level,Full-Time,Data Analyst,65000,USD,65000,CA,Medium
2022,Mid-Level,Full-Time,Data Engineer,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,95000,USD,95000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,161000,USD,161000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,118000,USD,118000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,USD,80000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,65000,USD,65000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,175000,USD,175000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,135000,USD,135000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,85000,GBP,104663,GB,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,65000,GBP,80036,GB,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,100000,CHF,104697,CH,Large
2022,Mid-Level,Full-Time,Data Engineer,170000,USD,170000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,145000,USD,145000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,206000,USD,206000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,109000,USD,109000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,79000,USD,79000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,109000,USD,109000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist Lead,85000,EUR,89306,AT,Large
2022,Mid-Level,Full-Time,Data Engineer,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,85000,USD,85000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,78000,USD,78000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,47000,GBP,57872,GB,Medium
2022,Mid-Level,Full-Time,Research Engineer,240000,USD,240000,US,Medium
2022,Mid-Level,Full-Time,ML Engineer,180000,USD,180000,US,Medium
2022,Mid-Level,Full-Time,ML Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,80000,USD,80000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,52500,USD,52500,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,30000,USD,30000,MX,Large
2022,Mid-Level,Full-Time,Analytics Engineer,78000,USD,78000,BR,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,48000,USD,48000,BR,Medium
2022,Mid-Level,Full-Time,Data Engineer,78000,USD,78000,BR,Medium
2022,Mid-Level,Full-Time,Data Engineer,42000,USD,42000,BR,Medium
2022,Mid-Level,Full-Time,BI Analyst,78000,USD,78000,BR,Medium
2022,Mid-Level,Full-Time,BI Analyst,48000,USD,48000,BR,Medium
2022,Mid-Level,Full-Time,Data Scientist,84000,USD,84000,BR,Medium
2022,Mid-Level,Full-Time,Data Scientist,54000,USD,54000,BR,Medium
2022,Mid-Level,Full-Time,Data Analyst,85000,USD,85000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,65000,USD,65000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,90000,GBP,110820,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,ML Engineer,148500,USD,148500,US,Large
2022,Mid-Level,Full-Time,ML Engineer,98200,USD,98200,US,Large
2022,Mid-Level,Full-Time,Data Manager,134000,USD,134000,US,Medium
2022,Mid-Level,Full-Time,Data Manager,98000,USD,98000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,105000,USD,105000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,62000,USD,62000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,144200,USD,144200,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,115360,USD,115360,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,120000,AUD,83171,AU,Large
2022,Mid-Level,Full-Time,Data Scientist,108000,USD,108000,US,Large
2022,Mid-Level,Full-Time,Data Scientist,72000,EUR,75648,DE,Small
2022,Mid-Level,Full-Time,NLP Engineer,120000,CZK,5132,CZ,Medium
2022,Mid-Level,Full-Time,Research Scientist,120000,EUR,126080,DE,Small
2022,Mid-Level,Full-Time,Research Scientist,80000,EUR,84053,DE,Small
2022,Mid-Level,Full-Time,Analytics Engineer,108000,USD,108000,US,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,85000,USD,85000,US,Medium
2022,Mid-Level,Full-Time,BI Data Analyst,65000,AUD,45050,AU,Large
2022,Mid-Level,Full-Time,Data Analytics Engineer,135000,USD,135000,US,Large
2022,Mid-Level,Full-Time,Data Scientist,10000,USD,10000,TR,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,60000,USD,60000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,65000,GBP,80036,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,55000,GBP,67723,GB,Medium
2022,Mid-Level,Full-Time,Business Data Analyst,150000,USD,150000,US,Large
2022,Mid-Level,Full-Time,Data Scientist,83000,GBP,102200,GB,Medium
2022,Mid-Level,Contractor,NLP Engineer,60000,USD,60000,US,Small
2022,Mid-Level,Full-Time,Data Engineer,65000,GBP,80036,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,55000,GBP,67723,GB,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,60000,USD,60000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,100000,USD,100000,US,Medium
2022,Mid-Level,Full-Time,Data Operations Engineer,60000,USD,60000,US,Medium
2022,Mid-Level,Full-Time,Data Manager,134000,USD,134000,US,Medium
2022,Mid-Level,Full-Time,Data Manager,98000,USD,98000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,136000,USD,136000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,112000,USD,112000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,97500,USD,97500,US,Large
2022,Mid-Level,Full-Time,Data Scientist,70000,EUR,73546,NL,Large
2022,Mid-Level,Full-Time,Financial Data Analyst,75000,USD,75000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,84053,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,73546,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,GBP,98506,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,GBP,86193,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,84053,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,73546,ES,Medium
2022,Mid-Level,Full-Time,Data Scientist,96000,GBP,118208,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,90000,GBP,110820,GB,Medium
2022,Mid-Level,Full-Time,Applied Machine Learning Scientist,75000,USD,75000,US,Medium
2022,Mid-Level,Contractor,Analytics Engineer,7500,USD,7500,BO,Medium
2022,Mid-Level,Full-Time,Data Analyst,113000,USD,113000,US,Large
2022,Mid-Level,Full-Time,Data Analytics Consultant,113000,USD,113000,US,Large
2022,Mid-Level,Full-Time,Product Data Analyst,140000,USD,140000,US,Medium
2022,Mid-Level,Full-Time,BI Data Analyst,77000,AUD,53368,AU,Medium
2022,Mid-Level,Full-Time,Research Scientist,145000,USD,145000,US,Large
2022,Mid-Level,Full-Time,Data Scientist,225000,USD,225000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,160000,USD,160000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,52000,EUR,54634,NL,Small
2022,Mid-Level,Full-Time,Machine Learning Engineer,104000,GBP,128058,GB,Large
2022,Mid-Level,Full-Time,Applied Machine Learning Scientist,173000,USD,173000,US,Medium
2022,Mid-Level,Full-Time,Data Science Manager,158000,USD,158000,US,Medium
2022,Mid-Level,Full-Time,Data Science Manager,134000,USD,134000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,110000,EUR,115573,NL,Medium
2022,Mid-Level,Full-Time,Data Scientist,85000,EUR,89306,NL,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,GBP,98506,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,450000,INR,5723,IN,Small
2022,Mid-Level,Full-Time,BI Data Analyst,48000,EUR,50432,DE,Small
2022,Mid-Level,Full-Time,Lead Data Scientist,50000,GBP,61566,GB,Small
2022,Mid-Level,Full-Time,Data Engineer,24000,USD,24000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,24000,USD,24000,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,193900,USD,193900,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,129300,USD,129300,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,216200,USD,216200,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,144100,USD,144100,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,4200000,INR,53416,ID,Large
2022,Mid-Level,Full-Time,Data Scientist,107000,GBP,131752,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,130000,USD,130000,US,Medium
2022,Mid-Level,Freelancer,Applied Machine Learning Scientist,2400000,INR,30523,IN,Small
2022,Mid-Level,Full-Time,Analytics Engineer,200000,USD,200000,US,Medium
2022,Mid-Level,Full-Time,Analytics Engineer,54000,USD,54000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,74000,GBP,91118,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,50000,GBP,61566,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,58000,EUR,60938,DE,Small
2022,Mid-Level,Full-Time,Data Scientist,65000,GBP,80036,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,110000,GBP,135446,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,85000,GBP,104663,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,25000,USD,25000,TR,Medium
2022,Mid-Level,Full-Time,Data Analyst,90000,SGD,65257,SG,Medium
2022,Mid-Level,Full-Time,AI Scientist,200000,USD,200000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,153000,USD,153000,US,Large
2022,Mid-Level,Full-Time,Machine Learning Scientist,22800,USD,22800,EG,Medium
2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,55000,GBP,67723,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,62500,EUR,65666,DE,Small
2022,Mid-Level,Full-Time,AI Scientist,200000,USD,200000,US,Large
2022,Mid-Level,Full-Time,Machine Learning Engineer,95000,GBP,116976,GB,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,AI Scientist,120000,USD,120000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,90000,GBP,110820,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,Machine Learning Engineer,80000,EUR,84053,DE,Medium
2022,Mid-Level,Full-Time,ETL Developer,50000,EUR,52533,GR,Medium
2022,Mid-Level,Full-Time,ETL Developer,50000,EUR,52533,GR,Medium
2022,Mid-Level,Full-Time,Data Analyst,40000,GBP,49253,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,30000,GBP,36940,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,42026,ES,Medium
2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,31520,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,84053,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,73546,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,GBP,98506,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,GBP,86193,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,84053,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,73546,GR,Medium
2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,42026,GR,Medium
2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,31520,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,92350,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,63040,ES,Medium
2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,47280,ES,Medium
2022,Mid-Level,Full-Time,Data Scientist,55000,GBP,67723,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,35000,GBP,43096,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,63040,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,47280,GR,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,45000,GBP,55410,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,82900,USD,82900,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,63900,USD,63900,US,Medium
2022,Mid-Level,Full-Time,Machine Learning Scientist,160000,USD,160000,US,Large
2022,Mid-Level,Full-Time,Machine Learning Scientist,112300,USD,112300,US,Large
2022,Mid-Level,Full-Time,Data Science Manager,241000,USD,241000,US,Medium
2022,Mid-Level,Full-Time,Data Science Manager,159000,USD,159000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,Small
2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,Small
2022,Mid-Level,Full-Time,Data Scientist,50000,GBP,61566,GB,Medium
2022,Mid-Level,Full-Time,Data Scientist,30000,GBP,36940,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,73880,GB,Medium
2022,Mid-Level,Full-Time,Data Engineer,40000,GBP,49253,GB,Medium
2022,Mid-Level,Full-Time,Data Analyst,126500,USD,126500,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,106260,USD,106260,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,Medium
2022,Mid-Level,Full-Time,Data Scientist,90000,USD,90000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,170000,USD,170000,US,Medium
2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,167000,USD,167000,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,115500,USD,115500,US,Medium
2022,Mid-Level,Full-Time,Data Analyst,85000,USD,85000,CA,Medium
